0.000232 0.031804 0
0.000234 0.039241 0
0.000232 0.031684 0
0.000234 0.039361 0
0.000232 0.031564 0
0.000234 0.039481 0
0.000232 0.031444 0
0.000234 0.039601 0
0.000234 0.039721 0
0.000232 0.031324 0
0.000234 0.039841 0
0.000232 0.031204 0
0.000234 0.039961 0
0.000231 0.031084 0
0.000234 0.040081 0
0.000231 0.030964 0
0.000234 0.040201 0
0.000231 0.030844 0
0.000362 0.010866 0
0.000233 0.040324 0
0.000231 0.030725 0
0.000233 0.040444 0
0.000231 0.030605 0
0.000233 0.040563 0
0.000231 0.030485 0
0.000233 0.040683 0
0.000231 0.030365 0
0.000233 0.040803 0
0.000231 0.030245 0
0.000233 0.040923 0
0.000233 0.041043 0
0.000231 0.030125 0
0.000233 0.041163 0
0.000231 0.030005 0
0.000233 0.041283 0
0.000231 0.029885 0
0.000233 0.041403 0
0.000231 0.029765 0
0.000233 0.041523 0
0.000231 0.029645 0
0.000229 0.041647 0
0.000231 0.029525 0
0.000229 0.041767 0
0.000249 0.010698 0
0.000231 0.029405 0
0.000230 0.041886 0
0.000230 0.020050 0
0.000230 0.042006 0
0.000231 0.029285 0
0.000230 0.042126 0
0.000231 0.029165 0
0.000230 0.042246 0
0.000231 0.029045 0
0.000230 0.042366 0
0.000231 0.028925 0
0.000230 0.042486 0
0.000231 0.028805 0
0.000230 0.042606 0
0.000231 0.011255 0
0.000231 0.028686 0
0.000230 0.042726 0
0.000231 0.011374 0
0.000230 0.042846 0
0.000231 0.028566 0
0.000231 0.011494 0
0.000230 0.042966 0
0.000231 0.028446 0
0.000231 0.011614 0
0.000230 0.043086 0
0.000231 0.028326 0
0.000231 0.043205 0
0.000231 0.011734 0
0.000231 0.028206 0
0.000231 0.043325 0
0.000231 0.011854 0
0.000231 0.028086 0
0.000231 0.043444 0
0.000231 0.011974 0
0.000231 0.027966 0
0.000231 0.043564 0
0.000231 0.012094 0
0.000231 0.043684 0
0.000231 0.043804 0
0.000231 0.027846 0
0.000231 0.012214 0
0.000231 0.027726 0
0.000231 0.012334 0
0.000231 0.027606 0
0.000231 0.012454 0
0.000231 0.027486 0
0.000231 0.043924 0
0.000231 0.012574 0
0.000231 0.027366 0
0.000231 0.012694 0
0.000231 0.027246 0
0.000231 0.012814 0
0.000231 0.027126 0
0.000232 0.044044 0
0.000262 0.010031 0
0.000231 0.012934 0
0.000231 0.027006 0
0.000231 0.013054 0
0.000231 0.026886 0
0.000231 0.013174 0
0.000231 0.026766 0
0.000232 0.044164 0
0.000231 0.013293 0
0.000231 0.026647 0
0.000231 0.013413 0
0.000231 0.026527 0
0.000231 0.013533 0
0.000231 0.026407 0
0.000231 0.013653 0
0.000232 0.044284 0
0.000231 0.026287 0
0.000231 0.013773 0
0.000231 0.026167 0
0.000231 0.013893 0
0.000231 0.026047 0
0.000231 0.014013 0
0.000232 0.044404 0
0.000231 0.025927 0
0.000231 0.014133 0
0.000231 0.025807 0
0.000231 0.014253 0
0.000231 0.025687 0
0.000231 0.014373 0
0.000231 0.025567 0
0.000232 0.044524 0
0.000231 0.014493 0
0.000231 0.025447 0
0.000231 0.014613 0
0.000231 0.025327 0
0.000231 0.014733 0
0.000231 0.025207 0
0.000231 0.014853 0
0.000232 0.044644 0
0.000231 0.025087 0
0.000231 0.014973 0
0.000231 0.024967 0
0.000231 0.015093 0
0.000231 0.024847 0
0.000231 0.015213 0
0.000231 0.024728 0
0.000232 0.044764 0
0.000231 0.015332 0
0.000231 0.024608 0
0.000231 0.015452 0
0.000231 0.024488 0
0.000231 0.015572 0
0.000231 0.024368 0
0.000231 0.015692 0
0.000232 0.044884 0
0.000231 0.024248 0
0.000231 0.015812 0
0.000231 0.024128 0
0.000231 0.015932 0
0.000231 0.024008 0
0.000231 0.016052 0
0.000231 0.023888 0
0.000231 0.016172 0
0.000232 0.045004 0
0.000231 0.023768 0
0.000231 0.016292 0
0.000231 0.023648 0
0.000231 0.016412 0
0.000231 0.023528 0
0.000231 0.016532 0
0.000231 0.023408 0
0.000232 0.045124 0
0.000231 0.016652 0
0.000231 0.023288 0
0.000231 0.016772 0
0.000231 0.023168 0
0.000231 0.016892 0
0.000231 0.023048 0
0.000231 0.017012 0
0.000231 0.022928 0
0.000232 0.045244 0
0.000231 0.017132 0
0.000231 0.022808 0
0.000231 0.017252 0
0.000231 0.022689 0
0.000231 0.017371 0
0.000231 0.022569 0
0.000231 0.017491 0
0.000231 0.022449 0
0.000232 0.045364 0
0.000231 0.017611 0
0.000231 0.022329 0
0.000231 0.017731 0
0.000231 0.022209 0
0.000231 0.017851 0
0.000231 0.022089 0
0.000231 0.017971 0
0.000231 0.021969 0
0.000231 0.018091 0
0.000232 0.045484 0
0.000231 0.021849 0
0.000231 0.018211 0
0.000231 0.021729 0
0.000231 0.018331 0
0.000231 0.021609 0
0.000231 0.018451 0
0.000231 0.021489 0
0.000231 0.018571 0
0.000231 0.021369 0
0.000232 0.045604 0
0.000231 0.018691 0
0.000231 0.021249 0
0.000231 0.018811 0
0.000231 0.021129 0
0.000231 0.018931 0
0.000231 0.021009 0
0.000231 0.019051 0
0.000231 0.020889 0
0.000231 0.019171 0
0.000232 0.045724 0
0.000231 0.020769 0
0.000231 0.019290 0
0.000231 0.020650 0
0.000231 0.019410 0
0.000231 0.020530 0
0.000231 0.019530 0
0.000231 0.020410 0
0.000231 0.019650 0
0.000231 0.020290 0
0.000231 0.019770 0
0.000232 0.045844 0
0.000231 0.020170 0
0.000231 0.019890 0
0.000232 0.045964 0
0.000362 0.010576 0
0.000232 0.046084 0
0.000138 0.049915 0
0.000232 0.046204 0
0.000232 0.046323 0
0.000232 0.046443 0
0.000232 0.046563 0
0.000232 0.046683 0
0.000232 0.046803 0
0.000232 0.046923 0
0.000232 0.047043 0
0.000232 0.047163 0
0.000135 0.010797 0
0.000173 0.049807 0
0.000232 0.047283 0
0.000219 0.011068 0
0.000232 0.047403 0
0.000232 0.047523 0
0.000232 0.047643 0
0.000232 0.047763 0
0.000232 0.047883 0
0.000232 0.048003 0
0.000232 0.048123 0
0.000232 0.048243 0
0.000232 0.048363 0
0.000232 0.048483 0
0.000232 0.048603 0
0.000232 0.048723 0
0.000232 0.048843 0
0.000172 0.049025 0
0.000172 0.049145 0
0.000172 0.048905 0
0.000172 0.048785 0
0.000172 0.048665 0
0.000172 0.048545 0
0.000172 0.048425 0
0.000172 0.048305 0
0.000172 0.048185 0
0.000172 0.048065 0
0.000172 0.047945 0
0.000172 0.047825 0
0.000172 0.047705 0
0.000172 0.047585 0
0.000172 0.047465 0
0.000172 0.047345 0
0.000172 0.047226 0
0.000172 0.047106 0
0.000172 0.046986 0
0.000172 0.046866 0
0.000172 0.046746 0
0.000172 0.046626 0
0.000172 0.046506 0
0.000172 0.046386 0
0.000172 0.046266 0
0.000172 0.046146 0
0.000172 0.046026 0
0.000172 0.045906 0
0.000172 0.045786 0
0.000172 0.045666 0
0.000172 0.045546 0
0.000172 0.045426 0
0.000172 0.045306 0
0.000172 0.045187 0
0.000172 0.045067 0
0.000172 0.044947 0
0.000172 0.049265 0
0.000172 0.044827 0
0.000172 0.044707 0
0.000172 0.044587 0
0.000172 0.044467 0
0.000172 0.044347 0
0.000172 0.044227 0
0.000172 0.044107 0
0.000172 0.043987 0
0.000172 0.043867 0
0.000172 0.043747 0
0.000172 0.043627 0
0.000172 0.043507 0
0.000172 0.043388 0
0.000172 0.043268 0
0.000172 0.043148 0
0.000172 0.043028 0
0.000172 0.042908 0
0.000172 0.042788 0
0.000172 0.042668 0
0.000172 0.042548 0
0.000172 0.042428 0
0.000172 0.042308 0
0.000172 0.042188 0
0.000172 0.042068 0
0.000172 0.041948 0
0.000172 0.041828 0
0.000172 0.041708 0
0.000172 0.041588 0
0.000172 0.041468 0
0.000172 0.041349 0
0.000172 0.049384 0
0.000172 0.041229 0
0.000172 0.041109 0
0.000172 0.040989 0
0.000172 0.040869 0
0.000172 0.040749 0
0.000172 0.040629 0
0.000172 0.040509 0
0.000172 0.040389 0
0.000172 0.040269 0
0.000172 0.040149 0
0.000233 0.048962 0
0.000172 0.040029 0
0.000172 0.039909 0
0.000172 0.039789 0
0.000172 0.039669 0
0.000172 0.039549 0
0.000172 0.039429 0
0.000189 0.011008 0
0.000172 0.039310 0
0.000172 0.039190 0
0.000172 0.039070 0
0.000172 0.038950 0
0.000175 0.038833 0
0.000175 0.038713 0
0.000175 0.038593 0
0.000175 0.038473 0
0.000175 0.038353 0
0.000175 0.038233 0
0.000175 0.038113 0
0.000172 0.037990 0
0.000172 0.037870 0
0.000172 0.037750 0
0.000172 0.037630 0
0.000172 0.037510 0
0.000172 0.037390 0
0.000172 0.037270 0
0.000172 0.049504 0
0.000172 0.037150 0
0.000172 0.037030 0
0.000172 0.036910 0
0.000172 0.036790 0
0.000172 0.036671 0
0.000172 0.036551 0
0.000172 0.036431 0
0.000172 0.036311 0
0.000172 0.036191 0
0.000172 0.036071 0
0.000172 0.035951 0
0.000172 0.035831 0
0.000172 0.035711 0
0.000172 0.035591 0
0.000172 0.035471 0
0.000172 0.035351 0
0.000172 0.035231 0
0.000172 0.035111 0
0.000172 0.034991 0
0.000172 0.034871 0
0.000172 0.034751 0
0.000172 0.034632 0
0.000172 0.034512 0
0.000172 0.034392 0
0.000172 0.034272 0
0.000172 0.034152 0
0.000172 0.034032 0
0.000172 0.033912 0
0.000172 0.033792 0
0.000172 0.033672 0
0.000172 0.033552 0
0.000172 0.033432 0
0.000172 0.033312 0
0.000172 0.033192 0
0.000172 0.033072 0
0.000172 0.032952 0
0.000172 0.032832 0
0.000172 0.032712 0
0.000172 0.032593 0
0.000172 0.032473 0
0.000172 0.049624 0
0.000172 0.032353 0
0.000172 0.032233 0
0.000172 0.032113 0
0.000172 0.031993 0
0.000172 0.031873 0
0.000172 0.031753 0
0.000172 0.031633 0
0.000172 0.031513 0
0.000172 0.031393 0
0.000172 0.031273 0
0.000172 0.031153 0
0.000172 0.031033 0
0.000172 0.030913 0
0.000172 0.030793 0
0.000172 0.030674 0
0.000172 0.030554 0
0.000172 0.030434 0
0.000172 0.030314 0
0.000172 0.030194 0
0.000172 0.030074 0
0.000172 0.029954 0
0.000172 0.029834 0
0.000172 0.029714 0
0.000172 0.029594 0
0.000172 0.029474 0
0.000172 0.029354 0
0.000172 0.029234 0
0.000172 0.029114 0
0.000172 0.028994 0
0.000172 0.028874 0
0.000172 0.011188 0
0.000172 0.028754 0
0.000172 0.011305 0
0.000172 0.028635 0
0.000172 0.011425 0
0.000172 0.028515 0
0.000172 0.011545 0
0.000172 0.028395 0
0.000172 0.011665 0
0.000172 0.028275 0
0.000172 0.011785 0
0.000172 0.028155 0
0.000172 0.011905 0
0.000172 0.028035 0
0.000172 0.012025 0
0.000172 0.027915 0
0.000172 0.012145 0
0.000172 0.027795 0
0.000172 0.012265 0
0.000172 0.027675 0
0.000172 0.012385 0
0.000172 0.027555 0
0.000172 0.012505 0
0.000172 0.027435 0
0.000172 0.012625 0
0.000172 0.027315 0
0.000172 0.012745 0
0.000172 0.027195 0
0.000172 0.012865 0
0.000172 0.027076 0
0.000172 0.012984 0
0.000172 0.026956 0
0.000172 0.013104 0
0.000172 0.026836 0
0.000172 0.013224 0
0.000172 0.026716 0
0.000172 0.013344 0
0.000172 0.026596 0
0.000172 0.013464 0
0.000172 0.026476 0
0.000172 0.013584 0
0.000172 0.026356 0
0.000172 0.013704 0
0.000172 0.026236 0
0.000172 0.013824 0
0.000172 0.049744 0
0.000172 0.026116 0
0.000172 0.013944 0
0.000172 0.025996 0
0.000172 0.014064 0
0.000172 0.025876 0
0.000172 0.014184 0
0.000172 0.025756 0
0.000172 0.014304 0
0.000172 0.025636 0
0.000172 0.014424 0
0.000172 0.025516 0
0.000172 0.014544 0
0.000172 0.025396 0
0.000172 0.014664 0
0.000172 0.025276 0
0.000172 0.014784 0
0.000172 0.025156 0
0.000172 0.014904 0
0.000172 0.025037 0
0.000172 0.015023 0
0.000172 0.024917 0
0.000172 0.015143 0
0.000172 0.024797 0
0.000172 0.015263 0
0.000172 0.024677 0
0.000172 0.015383 0
0.000172 0.024557 0
0.000172 0.015503 0
0.000172 0.024437 0
0.000172 0.015623 0
0.000172 0.024317 0
0.000228 0.049082 0
0.000172 0.015743 0
0.000172 0.024197 0
0.000172 0.015863 0
0.000172 0.024077 0
0.000172 0.015983 0
0.000172 0.023957 0
0.000172 0.016103 0
0.000172 0.023837 0
0.000172 0.016223 0
0.000172 0.023717 0
0.000172 0.016343 0
0.000172 0.023597 0
0.000172 0.016463 0
0.000172 0.023477 0
0.000172 0.016583 0
0.000172 0.023357 0
0.000172 0.016703 0
0.000172 0.023237 0
0.000172 0.016823 0
0.000172 0.023117 0
0.000172 0.016943 0
0.000172 0.022997 0
0.000172 0.017063 0
0.000172 0.022878 0
0.000172 0.017182 0
0.000172 0.022758 0
0.000172 0.017302 0
0.000172 0.022638 0
0.000172 0.017422 0
0.000172 0.022518 0
0.000172 0.017542 0
0.000172 0.022398 0
0.000172 0.017662 0
0.000172 0.022278 0
0.000172 0.017782 0
0.000172 0.022158 0
0.000172 0.017902 0
0.000172 0.022038 0
0.000172 0.018022 0
0.000172 0.021918 0
0.000172 0.018142 0
0.000172 0.021798 0
0.000172 0.018262 0
0.000172 0.021678 0
0.000172 0.018382 0
0.000172 0.021558 0
0.000172 0.018502 0
0.000172 0.021438 0
0.000172 0.018622 0
0.000172 0.021318 0
0.000172 0.018742 0
0.000172 0.021198 0
0.000172 0.018862 0
0.000172 0.021078 0
0.000172 0.018982 0
0.000172 0.020958 0
0.000172 0.019101 0
0.000172 0.020839 0
0.000172 0.019221 0
0.000172 0.020719 0
0.000172 0.019341 0
0.000172 0.020599 0
0.000172 0.019461 0
0.000172 0.020479 0
0.000172 0.019581 0
0.000172 0.020359 0
0.000172 0.019701 0
0.000172 0.020239 0
0.000172 0.019821 0
0.000172 0.020119 0
0.000172 0.019941 0
0.000232 0.049203 0
0.000232 0.049323 0
0.000175 0.049684 0
0.000232 0.049443 0
0.000175 0.049565 0
0.000175 0.049445 0
0.000235 0.049566 0
0.000175 0.049325 0
0.000175 0.049205 0
0.000235 0.049686 0
0.000175 0.049085 0
0.000175 0.048965 0
0.000175 0.048845 0
0.000175 0.048725 0
0.000175 0.048605 0
0.000360 0.010235 0
0.000175 0.048485 0
0.000175 0.048365 0
0.000175 0.048245 0
0.000175 0.048125 0
0.000360 0.010382 0
0.000175 0.048005 0
0.000175 0.047886 0
0.000175 0.047766 0
0.000175 0.047646 0
0.000175 0.047526 0
0.000175 0.047406 0
0.000175 0.047286 0
0.000175 0.047166 0
0.000175 0.047046 0
0.000175 0.046926 0
0.000175 0.046806 0
0.000175 0.046686 0
0.000175 0.046566 0
0.000175 0.046446 0
0.000175 0.046326 0
0.000175 0.046206 0
0.000175 0.046086 0
0.000175 0.045967 0
0.000175 0.045847 0
0.000175 0.045727 0
0.000175 0.045607 0
0.000175 0.045487 0
0.000175 0.045367 0
0.000175 0.045247 0
0.000175 0.045127 0
0.000175 0.045007 0
0.000175 0.044887 0
0.000175 0.044767 0
0.000175 0.044647 0
0.000175 0.044527 0
0.000175 0.044407 0
0.000232 0.049746 0
0.000175 0.044287 0
0.000175 0.044167 0
0.000175 0.044047 0
0.000175 0.043928 0
0.000175 0.043808 0
0.000175 0.043688 0
0.000175 0.043568 0
0.000175 0.043448 0
0.000175 0.043328 0
0.000175 0.043208 0
0.000175 0.043088 0
0.000232 0.049626 0
0.000175 0.042968 0
0.000175 0.042848 0
0.000175 0.042728 0
0.000175 0.042608 0
0.000175 0.042488 0
0.000175 0.042368 0
0.000175 0.042248 0
0.000175 0.042128 0
0.000175 0.042008 0
0.000175 0.041889 0
0.000175 0.041769 0
0.000232 0.049506 0
0.000175 0.041649 0
0.000175 0.041529 0
0.000175 0.041409 0
0.000175 0.041289 0
0.000175 0.041169 0
0.000175 0.041049 0
0.000175 0.040929 0
0.000175 0.040809 0
0.000175 0.040689 0
0.000175 0.040569 0
0.000175 0.040449 0
0.000175 0.040329 0
0.000232 0.049386 0
0.000175 0.040209 0
0.000175 0.040089 0
0.000175 0.039969 0
0.000175 0.039850 0
0.000175 0.039730 0
0.000175 0.039610 0
0.000175 0.039490 0
0.000175 0.039370 0
0.000175 0.039250 0
0.000175 0.039130 0
0.000175 0.039010 0
0.000175 0.038890 0
0.000175 0.038770 0
0.000232 0.049266 0
0.000175 0.038650 0
0.000175 0.038530 0
0.000175 0.038410 0
0.000175 0.038290 0
0.000175 0.038170 0
0.000175 0.038050 0
0.000175 0.037931 0
0.000175 0.037811 0
0.000175 0.037691 0
0.000235 0.049142 0
0.000175 0.037571 0
0.000175 0.037451 0
0.000235 0.049808 0
0.000175 0.037331 0
0.000175 0.037211 0
0.000175 0.037091 0
0.000175 0.036971 0
0.000175 0.036851 0
0.000175 0.036731 0
0.000175 0.036611 0
0.000175 0.036491 0
0.000175 0.036371 0
0.000175 0.036251 0
0.000175 0.036131 0
0.000175 0.036011 0
0.000175 0.035892 0
0.000175 0.035772 0
0.000175 0.035652 0
0.000175 0.035532 0
0.000175 0.035412 0
0.000175 0.035292 0
0.000175 0.035172 0
0.000175 0.035052 0
0.000175 0.034932 0
0.000175 0.034812 0
0.000175 0.034692 0
0.000175 0.034572 0
0.000232 0.049026 0
0.000175 0.034452 0
0.000175 0.034332 0
0.000175 0.034212 0
0.000175 0.034092 0
0.000175 0.033973 0
0.000175 0.033853 0
0.000175 0.033733 0
0.000175 0.033613 0
0.000175 0.033493 0
0.000175 0.033373 0
0.000175 0.033253 0
0.000175 0.033133 0
0.000175 0.033013 0
0.000175 0.032893 0
0.000175 0.032773 0
0.000175 0.032653 0
0.000175 0.032533 0
0.000175 0.032413 0
0.000175 0.032293 0
0.000175 0.032173 0
0.000175 0.032053 0
0.000175 0.031934 0
0.000175 0.031814 0
0.000194 0.010729 0
0.000175 0.031694 0
0.000175 0.031574 0
0.000175 0.031454 0
0.000175 0.031334 0
0.000175 0.031214 0
0.000175 0.031094 0
0.000175 0.030974 0
0.000232 0.048906 0
0.000175 0.030854 0
0.000175 0.030734 0
0.000175 0.030614 0
0.000175 0.030494 0
0.000175 0.030374 0
0.000175 0.030254 0
0.000175 0.030134 0
0.000175 0.030014 0
0.000175 0.029895 0
0.000175 0.029775 0
0.000175 0.029655 0
0.000175 0.029535 0
0.000175 0.029415 0
0.000175 0.029295 0
0.000175 0.029175 0
0.000175 0.029055 0
0.000175 0.028935 0
0.000175 0.028815 0
0.000175 0.011245 0
0.000175 0.028695 0
0.000175 0.011365 0
0.000175 0.028575 0
0.000175 0.011485 0
0.000175 0.028455 0
0.000175 0.011605 0
0.000175 0.028335 0
0.000175 0.011725 0
0.000175 0.028215 0
0.000175 0.011845 0
0.000175 0.028095 0
0.000175 0.011965 0
0.000175 0.027976 0
0.000175 0.012084 0
0.000175 0.027856 0
0.000175 0.012204 0
0.000175 0.027736 0
0.000175 0.012324 0
0.000175 0.027616 0
0.000175 0.012444 0
0.000175 0.027496 0
0.000175 0.012564 0
0.000175 0.027376 0
0.000175 0.012684 0
0.000175 0.027256 0
0.000175 0.012804 0
0.000175 0.027136 0
0.000175 0.012924 0
0.000175 0.027016 0
0.000175 0.013044 0
0.000175 0.026896 0
0.000175 0.013164 0
0.000175 0.026776 0
0.000175 0.013284 0
0.000175 0.026656 0
0.000175 0.013404 0
0.000175 0.026536 0
0.000175 0.013524 0
0.000175 0.026416 0
0.000175 0.013644 0
0.000175 0.026296 0
0.000175 0.013764 0
0.000175 0.026176 0
0.000175 0.013884 0
0.000175 0.026056 0
0.000175 0.014003 0
0.000232 0.048786 0
0.000175 0.025937 0
0.000175 0.014123 0
0.000175 0.025817 0
0.000175 0.014243 0
0.000175 0.025697 0
0.000175 0.014363 0
0.000175 0.025577 0
0.000175 0.014483 0
0.000175 0.025457 0
0.000175 0.014603 0
0.000175 0.025337 0
0.000175 0.014723 0
0.000175 0.025217 0
0.000175 0.014843 0
0.000175 0.025097 0
0.000175 0.014963 0
0.000175 0.024977 0
0.000175 0.015083 0
0.000175 0.024857 0
0.000175 0.015203 0
0.000175 0.024737 0
0.000175 0.015323 0
0.000175 0.024617 0
0.000175 0.015443 0
0.000175 0.024497 0
0.000175 0.015563 0
0.000175 0.024377 0
0.000175 0.015683 0
0.000175 0.024257 0
0.000175 0.015803 0
0.000175 0.024137 0
0.000175 0.015923 0
0.000175 0.024017 0
0.000175 0.016042 0
0.000175 0.023898 0
0.000175 0.016162 0
0.000175 0.023778 0
0.000175 0.016282 0
0.000175 0.023658 0
0.000175 0.016402 0
0.000175 0.023538 0
0.000175 0.016522 0
0.000175 0.023418 0
0.000175 0.016642 0
0.000175 0.023298 0
0.000175 0.016762 0
0.000175 0.023178 0
0.000175 0.016882 0
0.000175 0.023058 0
0.000175 0.017002 0
0.000175 0.022938 0
0.000175 0.017122 0
0.000175 0.022818 0
0.000175 0.017242 0
0.000175 0.022698 0
0.000175 0.017362 0
0.000175 0.022578 0
0.000175 0.017482 0
0.000175 0.022458 0
0.000175 0.017602 0
0.000175 0.022338 0
0.000175 0.017722 0
0.000175 0.022218 0
0.000175 0.017842 0
0.000175 0.022098 0
0.000175 0.017962 0
0.000175 0.021979 0
0.000175 0.018081 0
0.000175 0.021859 0
0.000175 0.018201 0
0.000175 0.021739 0
0.000175 0.018321 0
0.000175 0.021619 0
0.000175 0.018441 0
0.000175 0.021499 0
0.000175 0.018561 0
0.000175 0.021379 0
0.000175 0.018681 0
0.000175 0.021259 0
0.000175 0.018801 0
0.000175 0.021139 0
0.000175 0.018921 0
0.000175 0.021019 0
0.000175 0.019041 0
0.000175 0.020899 0
0.000175 0.019161 0
0.000175 0.020779 0
0.000175 0.019281 0
0.000175 0.020659 0
0.000175 0.019401 0
0.000175 0.020539 0
0.000175 0.019521 0
0.000175 0.020419 0
0.000175 0.019641 0
0.000175 0.020299 0
0.000175 0.019761 0
0.000175 0.020179 0
0.000175 0.019881 0
0.000175 0.020059 0
0.000175 0.020001 0
0.000232 0.048666 0
0.000232 0.048546 0
0.000232 0.048426 0
0.000232 0.048306 0
0.000232 0.048186 0
0.000232 0.048066 0
0.000135 0.010387 0
0.000232 0.047946 0
0.000232 0.047826 0
0.000232 0.047706 0
0.000232 0.047586 0
0.000232 0.047466 0
0.000136 0.010238 0
0.000232 0.047346 0
0.000232 0.047226 0
0.000232 0.047106 0
0.000232 0.046987 0
0.000279 0.010652 0
0.000232 0.046867 0
0.000233 0.010963 0
0.000232 0.046747 0
0.000232 0.046627 0
0.000232 0.046507 0
0.000177 0.049972 0
0.000231 0.049971 0
0.000232 0.046387 0
0.000232 0.046267 0
0.000232 0.046147 0
0.000232 0.046027 0
0.000232 0.045907 0
0.000232 0.045787 0
0.000232 0.045667 0
0.000232 0.045547 0
0.000232 0.045427 0
0.000179 0.011129 0
0.000232 0.045307 0
0.000182 0.010559 0
0.000232 0.045187 0
0.000231 0.045067 0
0.000231 0.044947 0
0.000231 0.044827 0
0.000231 0.044707 0
0.000322 0.010558 0
0.000231 0.044587 0
0.000285 0.010776 0
0.000231 0.044467 0
0.000231 0.044347 0
0.000231 0.044227 0
0.000365 0.010924 0
0.000231 0.044108 0
0.000319 0.010029 0
0.000231 0.043988 0
0.000231 0.043868 0
0.000231 0.043748 0
0.000231 0.043628 0
0.000176 0.010029 0
0.000231 0.043508 0
0.000271 0.010083 0
0.000231 0.043388 0
0.000231 0.043268 0
0.000132 0.010529 0
0.000231 0.043148 0
0.000231 0.043028 0
0.000231 0.042908 0
0.000231 0.042788 0
0.000231 0.042668 0
0.000231 0.042548 0
0.000238 0.049909 0
0.000231 0.042428 0
0.000320 0.010883 0
0.000231 0.042308 0
0.000232 0.011025 0
0.000231 0.042188 0
0.000231 0.042068 0
0.000231 0.041948 0
0.000231 0.041828 0
0.000231 0.041708 0
0.000231 0.041588 0
0.000230 0.041467 0
0.000267 0.010809 0
0.000230 0.041347 0
0.000230 0.041227 0
0.000320 0.010821 0
0.000230 0.041107 0
0.000221 0.010675 0
0.000230 0.040987 0
0.000273 0.010914 0
0.000230 0.040867 0
0.000230 0.040747 0
0.000321 0.010620 0
0.000230 0.040627 0
0.000241 0.010930 0
0.000230 0.040507 0
0.000188 0.049928 0
0.000230 0.040387 0
0.000132 0.010740 0
0.000231 0.040268 0
0.000231 0.040148 0
0.000231 0.040029 0
0.000220 0.010780 0
0.000231 0.039909 0
0.000231 0.039789 0
0.000231 0.039669 0
0.000231 0.039549 0
0.000181 0.010349 0
0.000231 0.039429 0
0.000231 0.039309 0
0.000231 0.039189 0
0.000231 0.039069 0
0.000231 0.038949 0
0.000183 0.010209 0
0.000231 0.038829 0
0.000231 0.038709 0
0.000231 0.038589 0
0.000366 0.010721 0
0.000231 0.038469 0
0.000238 0.010631 0
0.000231 0.038349 0
0.000231 0.038229 0
0.000231 0.038109 0
0.000235 0.037987 0
0.000235 0.037867 0
0.000234 0.037747 0
0.000234 0.037627 0
0.000181 0.010644 0
0.000234 0.037507 0
0.000363 0.010031 0
0.000234 0.037387 0
0.000234 0.037267 0
0.000234 0.037147 0
0.000234 0.037027 0
0.000316 0.010486 0
0.000234 0.036907 0
0.000234 0.036787 0
0.000234 0.036667 0
0.000234 0.036547 0
0.000234 0.036427 0
0.000229 0.010032 0
0.000234 0.036307 0
0.000363 0.010969 0
0.000234 0.036188 0
0.000234 0.036068 0
0.000177 0.049864 0
0.000234 0.035948 0
0.000128 0.010433 0
0.000234 0.035828 0
0.000234 0.035708 0
0.000131 0.010029 0
0.000234 0.035588 0
0.000183 0.010411 0
0.000235 0.035468 0
0.000235 0.035348 0
0.000235 0.035228 0
0.000234 0.035111 0
0.000169 0.010785 0
0.000234 0.034991 0
0.000234 0.034871 0
0.000234 0.034751 0
0.000182 0.010264 0
0.000316 0.010426 0
0.000234 0.034631 0
0.000316 0.010278 0
0.000169 0.011073 0
0.000181 0.010119 0
0.000234 0.034511 0
0.000234 0.034391 0
0.000234 0.034271 0
0.000234 0.034151 0
0.000234 0.034031 0
0.000234 0.033911 0
0.000234 0.033791 0
0.000234 0.033671 0
0.000234 0.033551 0
0.000234 0.033431 0
0.000234 0.033311 0
0.000234 0.033191 0
0.000234 0.033071 0
0.000234 0.032951 0
0.000234 0.032831 0
0.000234 0.032711 0
0.000278 0.010456 0
0.000234 0.032592 0
0.000277 0.010679 0
0.000234 0.032472 0
0.000234 0.032352 0
0.000234 0.032232 0
0.000128 0.010284 0
0.000234 0.032112 0
0.000234 0.031992 0
0.000234 0.031872 0
0.000234 0.031752 0
0.000234 0.031632 0
0.000234 0.031512 0
0.000234 0.031392 0
0.000234 0.031272 0
0.000234 0.031152 0
0.000234 0.031032 0
0.000234 0.030912 0
0.000234 0.030792 0
0.000234 0.030672 0
0.000234 0.030552 0
0.000234 0.030432 0
0.000234 0.030312 0
0.000234 0.030192 0
0.000234 0.030072 0
0.000234 0.029952 0
0.000255 0.010869 0
0.000219 0.010309 0
0.000129 0.010578 0
0.000234 0.029832 0
0.000234 0.029710 0
0.000234 0.029590 0
0.000234 0.029470 0
0.000234 0.029350 0
0.000234 0.029230 0
0.000234 0.029110 0
0.000234 0.028990 0
0.000234 0.028870 0
0.000233 0.011187 0
0.000234 0.028750 0
0.000219 0.010161 0
0.000234 0.011310 0
0.000234 0.028630 0
0.000234 0.011430 0
0.000363 0.010652 0
0.000234 0.028510 0
0.000364 0.010519 0
0.000233 0.011548 0
0.000233 0.028392 0
0.000233 0.011668 0
0.000233 0.028272 0
0.000226 0.020015 0
0.000233 0.011788 0
0.000233 0.028152 0
0.000233 0.011908 0
0.000233 0.028032 0
0.000233 0.012028 0
0.000233 0.027912 0
0.000275 0.010383 0
0.000233 0.012148 0
